滞る,[とどこおる],◎或④,4927.1,"【自动词·五段/一类】
1.堵塞；积压。
2.拖延，迟延；耽搁，迟误。
3.拖欠。
","仕事が滞る。
工作拖延。",4927.2
整う,[ととのう],③,4928.1,"【自动词·五段/一类】
1.匀称，均匀；完整。
2.整齐协调。
","隊形が整う。
队形整齐。",4928.2
調う,[ととのう],③,4929.1,"【自动词·五段/一类】
1.齐备，完备。（必要なものがすべてそろう。）
2.达成，谈妥。（交渉や相談がまとまる。）
3.整齐，协调。（きちんとまとまった状態や形になる。調和がとれる。）
4.同：整う
","隊形が調う。
队形整齐。",4929.2
整える,[ととのえる],④或③,4930.1,"【他动词·一段/二类】
1.弄齐。整理。整顿。
2.备齐。备至。准备。
3.谈妥。办妥。使达成。
4.同：調える。
","隊形を整える。
队形整齐。",4930.2
止まる1,[とどまる],③,4931.1,"【自动词·五段/一类】
1.停止，停顿，停下。（もとと同じ所にあって動かない。）
2.停留，逗留。（滞在する。宿泊する。）
3.停止，止住。（終止する。）
4.限于，止于。（その範囲内に限られる。）
5.同：留まる
","時間は止まることなく進む。
时间不停地过去。",4931.2
止まる2,[とまる],◎,4932.1,"【自动词·五段/一类】
1.停，停止，停住，停下，站住。
2.止住，止息，停顿。
3.堵塞，堵住，断，中断，不通，走不过去。
4.落在，停在，栖止。
","デモの行列が止（ま）る。
游行队伍停滞不前。",4932.2
留まる1,[とどまる],③,4933.1,"【自动词·五段/一类】
1.只，止于，限于。不出某范围，受局限。
2.留，停。留在后面，住下来。
3.停，停止，停下，止住，停顿。滞留，保留。停留在原有状态或地位上。
","国に留まる。
留在故乡。",4933.2
留まる2,[とまる],◎,4934.1,"【自动词·五段/一类】
1.栖止，落。鸟落在树枝等上面休息。（枝などにつかまって休む。）
2.钉（箍）住。固定住。被固定而不能动。
3.抓住。（つかむ。）
4.留，注意，看到。铭记（在心里）。（感覚に残る。）
5.停留，呆，住。（滞在する。）
","デモの行列が止（ま）る。
游行队伍停滞不前。",4934.2
止める1,[とどめる],③,4935.1,"【他动词·五段/一类】
1.停下，止。使正在动的事物停止。（動いている物をとめる。抑止する。）
2.止住，阻止住。先停下，使先保持某状态。（とめておく。そのままにしておく。）
3.同：留める
","出ていかないように止める。
阻其外出。",4935.2
止める2,[とめる],◎,4936.1,"【他动词·一段/二类】
1.停，止，停止。
2.止，堵，憋，屏，关，关闭。
3.戒掉，让其停止。
","足を止める。
止步。",4936.2
止める3,[やめる],◎,4937.1,"【他动词·一段/二类】
1.停止，放弃，取消，作罢。（続いていた動作·状態に決まりをつけさせる。絶やす。停止する。中止する。）
2.忌。（病気·癖などをなおす。）
","主任が来ないから，会議はやめる。
假如主任不来，会议就不开了。",4937.2
留める1,[とめる],◎,4938.1,"【他动词·一段/二类】
1.固定；钉住；别；扣。（その位置から動いたり離れたりしないように、固定する。）
2.留下；扣留。（引きとめる。また、その場にとどめおく。）
3.留心，注目；记，留在（心上）；介意。（心をよせる。留意する。目や耳などのはたらきを、ある点に集中させる。）
4.限于。（限る。）
5.同：止める、停める
","足を止める。
止步。",4938.2
留める2,[とどめる],③,4939.1,"【他动词·一段/二类】
1.遗留下来。留。留下。
2.留，停留，停住，驻扎。
3.同：止める、停める
","足を留める。
止步。",4939.2
轟く,[とどろく],③,4940.1,"【自动词·五段/一类】
1.轰鸣。（音が響きわたる。鳴り響く。）
2.响震。（音が響きわたる。鳴り響く。）
3.激动，兴奋，跳动。（期待や興奮などで胸がどきどきする。鼓動がはげしくなる。）
","砲声が天に轟く。
炮声震天动地。",4940.2
唱える,[となえる],③或②,4941.1,"【他动词·一段/二类】
1.念；诵。
2.声明，提出。提倡，倡导，主张。
","念仏を唱える。
念佛。念经。",4941.2
称える1,[たたえる],◎,4942.1,"【他动词·一段/二类】
1.称赞，赞扬。表彰，歌颂。表扬其优秀。（（「讃える」とも書く）すぐれているとほめる。）
","業績を称える。
赞扬业绩。",4942.2
称える2,[となえる],③,4943.1,"【他动词·一段/二类】
1.称呼，叫做，称为。（〔「唱える」と同源〕名をつけて呼ぶ。…という。称する。）
",,
どなた,[どなた],①,4944.1,"【代词】
1.谁，哪位。
","あの方はどなたですか。
那位是谁·",4944.2
隣,[となり],◎,4945.1,"【名词】
1.邻居，邻家，邻人；旁边，隔壁，邻室；邻邦，邻国；《相关惯用句》。
","隣の国。
邻国。",4945.2
兎に角,[とにかく],①,4946.1,"【副词】
1.(现多用假名)无论如何；总之；姑且。（いろいろ内部に秘められた事情は有るだろうが、忌憚の無い所は次の通りである、ということを表わす。）
","とにかくやってみよう。
不管怎样先干一下看看吧。",4946.2
どの,[どの],①,4947.1,"【连体词】
1.哪个，哪。对三个以上而又不明确限定的事物或人而言。
【惯用句】
1.どのつらさげて。／有什么脸；恬不知耻。
","どの車にお乗りですか。
您坐哪辆车·",4947.2
殿様,[とのさま],◎,4948.1,"【名词】
1.（对贵族、主君的敬称）老爷，大人；（有钱而不谙世故的）老爷。
",,
賭博,[とばく],◎,4949.1,"【名词】
1.赌博。
",,
飛ばす,[とばす],◎,4950.1,"【他动词·五段/一类】
1.放。（空中を飛ぶようにする。）
2.吹跑，吹起。（強く吹いて、空中に舞い上がらせる。）
3.迸，飞溅，四溅。（空中に散るようにする。はね散らす。飛散させる。）
4.放，射。（何かをめがけて、手元から勢いよく放つ。）
5.疾驶，奔驰，飞奔。（乗り物を速く走らせる。また、スピードを出して速く進む。）
","風船を飛ばす。
放气球。",4950.2
度外れ,[どはずれ],②,4951.1,"【名词】
1.【形动】 ;非常，特别，出奇。（一定の程度·限度をはるかに越えていること。なみはずれていること。また、そのさま。）
","度外れに大きい声。
大得出奇的声音。",4951.2
飛び交う,[とびかう],③,4952.1,"【自动词·五段/一类】
1.飞来飞去，交错乱飞。
","蛍が飛び交う。
萤火虫飞来飞去。",4952.2
飛び回る,[とびまわる],④,4953.1,"【自动词·五段/一类】
1.飞来飞去，飞翔。
2.跑来跑去，到处乱跑。
3.（到处）奔走，东奔西走『成』。
","子供たちが野原を飛び回って遊ぶ。
孩子们在野地跑跑跳跳地玩。",4953.2
土俵,[どひょう],◎,4954.1,"【名词】
1.相扑场地（台）。
2.土袋子。
",,
扉,[とびら],◎,4955.1,"【名词】
1.门；门扇。（開き戸の戸。）
2.扉页；(雑志正文前的)第一頁(印有題目，前言等)。（書籍の見返しの次にあって、書名·著者名などを記したページ。また、雑誌の本文の前の第1ページ。タイトル‐ページ。）
",,
跳ぶ,[とぶ],◎,4956.1,"【自动词·五段/一类】
1..跳。跳起。（高く舞いあがる。）
2.跳过。跳越。（跳躍する。）
","鳥が空を飛ぶ。
鸟在空中飞翔。",4956.2
飛ぶ,[とぶ],◎,4957.1,"【自动词·五段/一类】
1.飞，飞翔，飞行，吹起，刮跑，飘飞，飘落，飞散，溅，迸；赶快跑，快跑，飞跑；越过，跳过，[离题]很远，远离；跑到很远的地方，逃往远方；传播，传开；断，化为乌有，尽。
","鳥が空を飛ぶ。
鸟在空中飞翔。",4957.2
溝1,[どぶ],◎,4958.1,"【名词】
1.沟，水沟；下水道。
","溝をさらう。
淘水沟。",4958.2
溝2,[みぞ],◎,4959.1,"【名词】
1.水沟，水渠。
2.沟，槽。
3.隔阂。
","溝をさらう。
淘沟。",4959.2
徒歩1,[とほ],①,4960.1,"【名词】
1.走，徒步，步行。
","駅より徒歩５分。
从车站步行五分钟。",4960.2
徒歩2,[かち],①,4961.1,"【名词】
1.步行。（「くがち（陸地）」の略「かち」の意が転じて。乗物に乗らないで歩くこと。とほ。歩行。）
2.同：徒
","徒歩軍。
步兵。",4961.2
途方,[とほう],◎,4962.1,"【惯用句】
1.（1）途方に暮れる。／日暮途穷。
【名词】
1.手法，手段。（方向、手段。）
2.条理，顺序。（筋道、条理。）
","途方に暮れる。
走投无路。束手无策。",4962.2
土木,[どぼく],①,4963.1,"【名词】
1.土木（工程）（）。（土木工学、また、土木工事の略。）
","土木技師。
土木工程师。",4963.2
乏しい,[とぼしい],◎或③,4964.1,"【形容词/イ形容词】
1.缺乏，不足；贫穷，贫乏。
","資源が乏しい。
资源贫乏。",4964.2
とぼとぼ,[とぼとぼ],①,4965.1,"【副词】
1.（步履）蹒跚，有气无力『成』，没精打采地走，腿脚沉重。（元気の無い足取りで寂しく歩くことを表す。）
","疲れてとぼとぼ（と）歩く。
累得拖着沉重的脚步走路。",4965.2
土間,[どま],②,4966.1,"【名词】
1.素土地面房间，三合土地面。屋内没有铺地板的地面或只是三合土铺面的地方。(屋内でを張らず、地面のまま、あるいは三和土にしてあるところ。)
2.今、土間のような家はもう少ないでしょう。
3.(2)池座，观众席。(源于旧时观众看戏时都是在地面上铺一坐垫作为观众席。)
4.昔の歌舞伎劇場で、1階の舞台正面の観客席は「土間」と言います。
",,
戸惑い,[とまどい],◎或③,4967.1,"【名·自动词·サ变/三类】
1.夜里醒来不辨方向，徘徊，不知所措，困惑，犹疑不决。
","戸惑いの色が顔に浮かぶ。
脸上浮现出困惑的表情。",4967.2
戸惑う,[とまどう],③,4968.1,"【自动词·五段/一类】
1.糊涂，困惑，不知所措。
","いきなり聞かれて返事に戸惑う。
被突然一问，不知如何回答。",4968.2
泊まる,[とまる],◎,4969.1,"【自动词·五段/一类】
1.停泊；投宿，住宿，过夜；值宿，值夜班。
","遅いから泊（ま）って行きなさい。
天晚了，就住一宿吧。",4969.2
富む,[とむ],①,4970.1,"【自动词·五段/一类】
1.富裕。
2.丰富。
",,
弔う,[とむらう],③,4971.1,"【他动词·五段/一类】
1.吊丧，吊唁，吊慰。
2.祭奠，祭祀，为死者祈冥福。
","遺族を弔う。
吊慰遗族。",4971.2
泊める,[とめる],◎,4972.1,"【他动词·一段/二类】
1.留宿。（宿泊させる。）
2.（使船）停泊。（船を停泊させる。）
","今晚一晚泊めて下さい。
今晚请让我住一晚。",4972.2
供,[とも],①或②,4973.1,"【名词】
1.随从，扈从，从者，伴侣。（人の後ろにつき従って行くこと。）
2.同：伴
","私がお伴いたしましょう。
我陪您去吧。",4973.2
友1,[ゆう],◎,4974.1,"【名词】
1.友爱'。（親しく交わること。）
2.朋友。（友達。とも。）
","兄弟に友。
对兄弟友爱。",4974.2
友2,[とも],①,4975.1,"【名词】
1.友，朋友，友人。（友人。）
2.友，伴儿。（道連れ。）
3.志同道合的人，同好。（志を同じくする人。）
","よき友を得る。
得到好友。",4975.2
兎も角,[ともかく],①,4976.1,"【副词】
1.(现多用假名)姑且不论;暂且不谈;无论如何;不管怎样
","ともかく試験はすんだ。
不管怎样，考试结束了。",4976.2
共倒れ,[ともだおれ],◎或⑤,4977.1,"【名词】
1.【自动·三类】 ;一同倒下，两败俱伤。（互いに競争し合ったり助け合ったりした結果、両者がともに成り立たなくなること。）
","こう同業者が増えては共倒れになる。
同业者这么增加下去会同归于尽。",4977.2
友達,[ともだち],◎,4978.1,"【名词】
1.朋友，友人。
",,
伴う,[ともなう],③,4979.1,"【自他·五段/一类】
1.带，伴随。
2.随着，跟着，伴随。
3.相符，相称。
4.带，带领。
","生徒を伴って行く。
带领学生去。",4979.2
共に,[ともに],◎,4980.1,"【副词】
1.一起，共同，同时。
","共に働く。
一起劳动。",4980.2
共働き,[ともばたらき],③,4981.1,"【名词】
1.(夫妇)共同赚钱。
",,
吃る,[どもる],②,4982.1,"【自动词·五段/一类】
1.口吃，结巴。（ものを言うとき、言い出しの音が容易に発音できなかったり、ある音が何度も繰り返されたりする。）
",,
どやどや,[どやどや],①,4983.1,"【副词】
1.闯进、蜂拥而来、一拥而入。（大勢が騒がしく出入りするさま。または大勢が集まり騒ぐさま。）
","生徒達がどやどや（と）教室から出てきた。
学生们一窝蜂似的从教室里拥了出来。",4983.2
銅鑼,[どら],◎,4984.1,"【名词】
1.锣，铜锣。（打楽器の一。青銅などでできた金属製円盤を枠につるし、ばちで打ち鳴らす。仏教の法要、民俗芸能の囃子(はやし)、歌舞伎下座音楽、出帆の合図などに広く用いられる。ゴング。）
","出帆の銅鑼が鳴る。
出航的锣声响起。",4984.2
捉える,[とらえる],③或②,4985.1,"【他动词·一段/二类】
1.捉住，抓住，逮捕，逮住。
2.紧抓住，揪住。
3.捕捉，掌握，抓住。
4.陷入。
5.同：捕らえる。
","犯人を捕（ら）える。
抓住犯人。",4985.2
取り合う,[とりあう],◎,4986.1,"【自他·五段/一类】
1.理，理睬，答理，理会。成为对手，当做一回事。
2.争夺，夺取，互争。
3.互相拉着手，手牵手。
","２人は手を取り合って久しぶりの再会を喜んだ。
两个人手拉着手为久别重逢欣喜不已。",4986.2
取り扱う,[とりあつかう],⑤或◎,4987.1,"【他动词·五段/一类】
1.待，对待，接待，待遇；看待。（人にある態度で対応する。）
2.操作，操纵；使用；摆弄。（道具、機械、品物などを、手で操作、使用する。）
3.办理，处理；经管，经办;描写;管理。（物事を処理する。）
","前売券は取り扱っておりません。
不经售预售票。",4987.2
取り急ぎ,[とりいそぎ],◎,4988.1,"【副词】
1.主要用于书信中，表示省去各种客套和不必要的说明而传达重要信息。急速，立即，赶紧。
2.同：とり急ぎ、取急ぎ
","取（り）急ぎ御報告まで。
匆忙向您报告。",4988.2
取り入る,[とりいる],◎或③,4989.1,"【自动词·五段/一类】
1.奉承；讨好；巴结。（目上の人などの機嫌を取って、気に入られようとする。）
","上役に取り入って昇進を図る。
讨好上司以图高升。",4989.2
取り柄,[とりえ],③,4990.1,"【名词】
1.优点，长处。（取るべきところ。長所。）
2.同：取り得
","何の取（り）柄もない。
一无可取。",4990.2
取り返す,[とりかえす],◎或③,4991.1,"【他动词·五段/一类】
1.要回来，取回来，夺回。收回，拿回，提回。将一度失去的东西重新收归己有。
2.挽回，恢复，挽救，补回，捞回。
","行って辞書を取り返して来い。
去把词典要回来。",4991.2
取り組む,[とりくむ],③或◎,4992.1,"【自动词·五段/一类】
1.着手，对付，解决，应对。
2.较量，与……为对手，同……比赛。
3.全力处理，埋头苦干，下大气力去做。
4.（相扑）扭住（对方）。
",,
取り消す,[とりけす],◎或③,4993.1,"【他动词·五段/一类】
1.取消，作废，废除，撤销；［证件］吊销。
","処分を取り消す。
撤销处分。",4993.2
取り込む,[とりこむ],,4994.1,"【自他·五段/一类】
1.（婚丧节庆或发生意外时的）忙乱。
2.收进；拿入。
3.拉拢；笼络。
4.诈骗；骗取金钱。
","今取り込んでいますので明日また来て下さい。
现在正忙，请明天再来吧。",4994.2
取り捌く,[とりさばく],④,4995.1,"【他动词·五段/一类】
1.处理，调处（纠纷、诉讼）。（こみいった事柄をうまく処理する。）
","訴えを取り捌く。
处理诉讼。",4995.2
取り付く,[とりつく],◎或③,4996.1,"【自动词·五段/一类】
1.（被某种固定想法）缠住，迷住。
2.附体；（被病等）缠住。
3.开始；着手。摸到头绪，找到。
4.偎靠，倚靠；抱住，揪住。
","子供たちが取り付いて離れない。
孩子们缠住不放。",4996.2
取り次ぐ,[とりつぐ],◎或③,4997.1,"【他动词·五段/一类】
1.传达，转达，通报。
2.代办；经销，代销，经售；代购。
","Ａ氏に私の意向を先方に取り次いでもらう。
请Ａ先生把我的意向转达给对方。",4997.2
取り繕う,[とりつくろう],◎或⑤,4998.1,"【他动词·五段/一类】
1.补缀，缝补，修理，修补。（破れたところをちょっと直す。修繕をする。）
2.掩饰，粉饰，遮掩，应付。只修饰表面而装出很好的样子。（外見だけ飾って、体裁をよくする。）
3.遮掩，蒙混。临时遮掩自己的过失等。（過失などを、その場だけなんとかうまくごまかす。）
4.同：取繕う
","ほころびを取り繕う。
把绽线处缝上。",4998.2
取り直す,[とりなおす],④或◎,4999.1,"【他动词·五段/一类】
1.改换拿法，重又拿起。（もちかえる。）
2.改变心情，重振精神。（改める）
3.相撲重新比赛。
","気を取り直してまた仕事にかかった。
振作精神又干了起来。",4999.2
取り除く,[とりのぞく],◎或④,5000.1,"【他动词·五段/一类】
1.除掉，去掉；拆掉，拆除（取り壊し）；解除，消除。
","悪い習慣を取り除く。
改掉坏习惯。",5000.2
鳥肌,[とりはだ],◎,5001.1,"【名词】
1.鸡皮疙瘩。
","ぞっとして全身に鳥肌が立った。
吓得浑身起了鸡皮疙瘩。",5001.2
取り引き,[とりひき],①或②,5002.1,"【名·自他·サ变/三类】
1.做买卖，做交易。
2.交易，贸易。
","あの店とは取引がある。
跟那家商店有交易。",5002.2
取り巻く,[とりまく],◎或③,5003.1,"【他动词·五段/一类】
1.包围，围绕，围住。
2.捧场，逢迎，拍马屁，阿谀奉承。
","やじ馬に取り巻かれた。
被看热闹的人围住了。",5003.2
取り乱す,[とりみだす],◎或④,5004.1,"【他动词·五段/一类】
1.弄得乱七八糟，搞得一片纷乱。（ちらかす。）
2.慌张，慌乱，着慌，失掉理智，张皇失措『成』，心慌意乱『成』。（理性を失う。）
","彼女はその電報を見て取り乱してしまった。
她看了那封电报心慌意乱起来。",5004.2
取り持つ,[とりもつ],◎或③,5005.1,"【他动词·五段/一类】
1.拿，握。（手に取って持つ。）
2.应酬，接待。（相手の気持ちを損ねたり、座がしらけたりしないようにもてなす。）
3.（在二者间）调停，斡旋，撮合。（両者の間に立って事がうまくいくように世話をする。仲立ちをする。）
","２人の間を取り持つ。
给两人斡旋。",5005.2
塗料,[とりょう],①,5006.1,"【名词】
1.涂料。（物体の表面に塗って着色する。）
",,
度量,[どりょう],①或◎,5007.1,"【名词】
1.长度和容量；尺和升斗。（物差しと枡。転じて、長さと容積。）
2.胸襟，气度，度量，气量。（心の大きさ。）
","度量が大きい。
度量大。",5007.2
努力,[どりょく],,5008.1,"【自动词·サ变/三类】
1.努力，奋斗，专心做事。
","長年の努力が実を結んだ。
多年的努力终于结了硕果。",5008.2
採る,[とる],①,5009.1,"【他动词·五段/一类】
1.选择，选取；提取，由……制取；采（光）。
","社員を採る。
采用公司职员。",5009.2
撮る,[とる],①,5010.1,"【他动词·五段/一类】
1.摄影，照相，拍。
","記念に写真を撮る。
摄影留念。",5010.2
執る,[とる],①,5011.1,"【他动词·五段/一类】
1.办理，处理，办公。
2.执笔，提笔。
3.主张，坚持。
","くわを執る。
使锄头。",5011.2
取る,[とる],①,5012.1,"【他动词·五段/一类】
1.拿；取，执，握，攥；把住，抓住。(2)操作，操纵。(3)坚持。(4)夺取，强夺，强占，吞并。
","手に取って見る。
拿在手里看。",5012.2
捕る,[とる],①,5013.1,"【他动词·五段/一类】
1.捕，捉，抓，捕获。
","ねこがねずみを捕る。
猫捉老鼠。",5013.2
何れ1,[いずれ],◎,5014.1,"【惯用句】
1.哪个，哪一方面。（これとかそれとか、はっきり定めず、または分からないままに、物事をさすのに使う語。どれ。どちら。）
2.反正，左右，早晚，横竖，归根到底，总，总归。（何にしても。どのみち。）
3.不久，最近，改日，过几天。（いつとは言えないが、近い将来。そのうちに。）
","いずれの道をとるべきか。
该选择哪一条路呢·",5014.2
何れ2,[どれ],①,5015.1,"【代词】
1.〔代名詞〕哪个，哪一个。（イヅレの転。いくつかのうちから、これと特定できない物または事を指す語。不定·疑問を表す。）
","人間はいずれは死ぬものだ。
人早晩是要死的。",5015.2
どれ,[どれ],①,5016.1,"【名词】
1.哪个，哪一个。
【感叹词】
1.哎，啊；喂，嘿。
","どれを買おうかと迷う。
拿不定主意买哪个。",5016.2
奴隷,[どれい],◎,5017.1,"【名词】
1.奴隶。（個人としての権利、自由を認められず、他人の所有物として取り扱われる人。）
2.被某种东西束缚的奴隶。（あるもののとりになった人。）
","奴隷を解放する。
解放奴隶。",5017.2
獲る,[える],①,5018.1,"【他动词·一段/二类】
1.狩猎，捕获。（〔「得る」と同源〕狩りや漁で獲物を捕らえる。）
","魚を獲る。
捕鱼。",5018.2
撮れる,[とれる],②,5019.1,"【自动词·一段/二类】
1.照相、拍摄。（写真が撮影される。）
","この写真はよく撮れている。
这张照片拍得好。",5019.2
取れる,[とれる],②,5020.1,"【自动词·一段/二类】
1.脱落，掉下，去掉。（離れ落ちる。）
2.需要，花费。（必要。時間を掛ける。）
3.解除，消除，去掉。（取り除かれる。）
4.调和，匀称，平衡。（ある状態が保たれる。）
5.可以理解。（そのような意味に解釈される。）
6.能收获，能生产，能制出，能提取。（収穫がある。また資源が得られる。）
","ドアの取手が取れる。
门把脱落。",5020.2
泥,[どろ],②,5021.1,"【名词】
1.泥，泥巴。（水を含んでやわらかくなった、きたならしい土。）
2.小偷。（泥棒。）
3.《相关惯用句》
","泥にまみれる。
浑身是泥。",5021.2
泥臭い,[どろくさい],④,5022.1,"【形容词/イ形容词】
1.土气，俗气，不文雅。（土くさい。洗練されていない。やぼである。）
","この川魚は泥臭い。
这河鱼有土腥味。",5022.2
蕩ける,[とろける],◎,5023.1,"【自动词·一段/二类】
1.溶化；融解。（溶けてやわらかになる、金属が熱せられて液状になる。）
2.心荡神驰；神魂飘荡。（心を奪われて、うっとりとした気持ちになる。心のしまりがなくなる。）
","熱でろうそくが蕩ける。
蜡烛遇热熔化。",5023.2
泥縄,[どろなわ],◎,5024.1,"【名词】
1.临阵磨枪，临时抱佛脚。（事がおこってからあわてて対策を立てたり準備をしたりすること。）
","泥縄式の勉強。
临阵磨枪式的学习。",5024.2
泥沼,[どろぬま],◎,5025.1,"【名词】
1.泥坑，泥淖，泥泞。
2.泥沼，泥潭，泥淖，泥塘，烂泥坑。
","泥沼にはまりこむ。
陷入泥潭（困境）。",5025.2
泥棒,[どろぼう],◎,5026.1,"【惯用句】
1.（1）泥棒に追い銭。／赔了夫人又折兵。
【名词】
1.小偷。（盗人。）
","泥棒に三分の道理。
小偷亦有三分理。强词夺理。",5026.2
問わず,[とわず],①,5027.1,"【副词】
1.不论，无论，不管，不拘，不限，不问。（かかわらず。）
","男女·学歴を問わず申し込みを受け付ける。
不分性别和学历，均可申请〔报名〕。",5027.2
度忘れ,[どわすれ],②,5028.1,"【名·他动词·サ变/三类】
1.一时想不起来、突然忘记。（ふと忘れてとっさに思い出せないこと。）
","私はよく度忘れする。
我常常一时想不起来。",5028.2
丼1,[どんぶり],◎,5029.1,"【名词】
1.大碗，海碗。
2.大碗盖饭。
3.钱袋。
4.陶瓷碗。
","丼めし。
大碗饭。",5029.2
丼2,[どん],①,5030.1,"【名词】
1.盖饭，“どんぶり”的简称。
","天丼
炸大虾盖饭",5030.2
鈍化,[どんか],①,5031.1,"【自动词·サ变/三类】
1.钝化，变迟钝，停滞，放缓。
","経済成長率の鈍化
经济增长速度减缓",5031.2
豚カツ,[とんカツ],◎,5032.1,"【名词】
1.炸猪排。
",,
鈍感,[どんかん],◎,5033.1,"【形容动词/ナ形容词】
1.钝感，感觉迟钝。
","鈍感な人。
感觉迟钝的人。",5033.2
団栗,[どんぐり],①,5034.1,"【名词】
1.［コルクがしの］栓皮栎;［かしわぎの］青冈栎的果实;［くぬぎの］橡实，橡子.
2.どんぐりの背くらべ 半斤八两『成』;两个一样平庸无奇.
",,
鈍行,[どんこう],◎,5035.1,"【名词】
1.慢车，普通列车。（急行に対して、普通列車·普通電車をいう語。）
",,
頓着2,[とんじゃく],②,5036.1,"【自动词·サ变/三类】
1.放在心上，介意，在意。（深く心に掛けること。気にすること。懸念。）
","細かい事には頓着しない。
对小事毫不介意。",5036.2
どん底,[どんぞこ],◎,5037.1,"【名词】
1.底层，最下层；最穷困的状态。（一番の底。底の底。）
","社会のどん底。
社会最底层。",5037.2
とんだ,[とんだ],◎,5038.1,"【连体词】
1.意想不到的，想象不到，想不到，没想到；意外的。（思いもよらない。とんでもない。思いがけない。）
2.严重；不可挽回的。（思いがけなく重大な。たいへんな。とりかえしのつかない。）
","とんだ所でお目にかかる。
在意想不到的地方见面。",5038.2
頓珍漢,[とんちんかん],③,5039.1,"【形容动词/ナ形容词】
1.(说话做事)前后不符，前后矛盾;傻事;笨事
","彼の言うことは頓珍漢だ。
他所说的前言不搭后语。",5039.2
どんどん,[どんどん],①,5040.1,"【副词】
1.事务进展顺利，顺畅。
2.连续不断。
3.咚咚；强烈的敲击声。
","仕事がどんどんはかどる。
工作进展迅速。",5040.2
どんな,[どんな],①,5041.1,"【形容动词/ナ形容词】
1.怎样，怎么样，如何，哪样的，什么样的。
2.不拘什么样的，任何的。
","どんな品がほしいの。
您想要什么样的东西·",5041.2
蜻蛉,[とんぼ],◎,5042.1,"【名词】
1.〈動〉蜻蜓，蚂螂『方』。（トンボの古名。）
2.翻筋斗，翻跟头。〔とんぼがえり〕
3.套准线，角线，十字标示线。（印刷で、刷り位置を正確にするために版や原稿につける十文字の印。）
","赤蜻蛉。
红蜻蜓。",5042.2
問屋1,[とんや],◎,5043.1,"【名词】
1.批发商，批发店。
2.同：といや
","呉服問屋。
绸缎批发店。布匹批发店。",5043.2
問屋2,[といや],③,5044.1,"【名词】
1.同：とんや。批发商，批发店。
","穀物問屋
粮食批发商",5044.2
貪欲,[どんよく],◎或①,5045.1,"【名·形容动词/ナ形容词】
1.贪欲，贪婪。
",,
名1,[めい],①,5046.1,"【名词】
1.知名，有名。
","名作家。
名作家。",5046.2
名3,[な],◎,5047.1,"【名词】
1.名，姓名，名字（人が認識した事物に，他の事物と区別するために言葉で言い表した呼称。名前）。
2.名称（物の名称）。
3.名分（名分）。
4.名声，名誉，名气（その呼び名とともに世にあらわれた評判；よい評判。名声）。
",,
ない,[ない],①,5048.1,"【助动词】
1.不，没。（動作、作用、状態などの打ち消しを表す。）
2.不……吗ma〔吧ba〕··能否。（文末にあって、問いかけや勧誘の意を表す。普通、上昇調のイントネーションを伴う。）
3.表示伴随较轻的禁止，否定意义的要求或依赖。（「ないで」の形で文末にあって、打消しの願望や婉曲な禁止の意を表す。）
","雨が降らない。
不下雨。",5048.2
内科,[ないか],◎或①,5049.1,"【名词】
1.〈医〉内科。（医学の一分科。消化器·呼吸器·循環器·泌尿器·血液·内分泌·神経など内臓各器官の疾病を研究し、それらを外科的手術を施さずに治療する。）
",,
内外,[ないがい],①,5050.1,"【名词】
1.内外，里外。〔内と外。〕
2.国内外。（ 国内と国外。  ）
3.左右，上下。（数量·時間を表す語の下に付いて，だいたいその見当であることを示す。ぐらい。前後。）
","内外の情勢。
国内外的形势。",5050.2
内閣,[ないかく],①,5051.1,"【名词】
1.内阁，政府。
",,
蔑ろ,[ないがしろ],③或◎,5052.1,"【形容动词/ナ形容词】
1.轻视，轻蔑，蔑视。
【古语】
1.蓬乱，邋遢。不顾忌他人、无拘无束状。
","親を蔑ろにする。
不把父母放在眼里。",5052.2
内勤,[ないきん],◎,5053.1,"【名词】
1.【自动·三类】 ;室内勤务，在办公室工作。（官庁·会社などで、勤め先の内部で仕事をすること。また、その人。）
","内勤職員。
内勤人员。",5053.2
内在,[ないざい],◎,5054.1,"【名词】
1.【自动·三类】 ;内在，固有，存在于内部。（ あるものが、そのものの中におのずから存在すること。）
","そのものに内在する価値。
事物的内在价值。",5054.2
内緒,[ないしょ],③或◎,5055.1,"【名词】
1.秘密，不告诉（别人），私下。
","この話は内緒にしておいて下さい。
这事请保密。",5055.2
内職,[ないしょく],◎,5056.1,"【自动词·サ变/三类】
1.副业，临时工作。（家庭の主婦などが家計の助けに主として自宅でする賃仕事。）
2.边上课边干别的事。（授業中などにこっそり別の勉強などをすること。）
","私は内職に翻訳をしている。
我业余搞些翻译",5056.2
内心,[ないしん],◎,5057.1,"【名词】
1.内心，心中。
2.<数>内心。三角形内切圆的圆心，三角形三个内角的平分线的交点。
","内心を打ち明ける。
吐露心里话。",5057.2
内装,[ないそう],◎,5058.1,"【名·他动词·サ变/三类】
1.内部装饰，内包装，内部装修。
",,
内臓,[ないぞう],◎,5059.1,"【名·他动词·サ变/三类】
1.〈解〉内脏。（動物の胸腔や腹腔にある器官の総称。消化呼吸系·泌尿生殖系·内分泌系の器官をいう。普通は腹腔内にある胃·腸·肝·腎·膵などをいう。漢方では五臓六腑という。）
",,
